# loss loss_val
2.2381 2.1366
2.2094 2.2375
2.2146 2.1875
2.2196 2.1885
2.1860 2.1596
2.1723 2.2315
2.2000 2.2590
2.1890 2.2312
2.2007 2.1958
2.1986 2.1584
2.2144 2.1830
2.2280 2.1984
2.1717 2.1856
2.1997 2.2367
2.1823 2.2887
2.1883 2.1877
2.2265 2.2591
2.2117 2.2100
2.1471 2.2214
2.1914 2.2510
2.2380 2.2839
2.2386 2.1604
2.2245 2.2478
2.1779 2.2621
2.2004 2.1810
2.2444 2.1403
2.2336 2.1793
2.1433 2.1792
2.2427 2.2649
2.2031 2.2547
2.2300 2.1667
2.2175 2.2198
2.1970 2.2134
2.1775 2.2664
2.2610 2.1642
2.2029 2.2154
2.1200 2.1766
2.2037 2.2272
2.2511 2.1975
2.2253 2.1147
2.1505 2.1982
2.1821 2.2207
2.1329 2.2261
2.1560 2.2313
2.1832 2.1823
2.1646 2.1965
2.2755 2.1669
2.2400 2.1741
2.1954 2.1989
2.2098 2.1640
2.2123 2.2264
2.2162 2.2128
2.2248 2.1558
2.1729 2.1902
2.1516 2.1843
2.1837 2.1821
2.1815 2.1789
2.2502 2.2179
2.1632 2.1382
2.2336 2.1319
2.2364 2.2147
2.2649 2.2101
2.2431 2.1875
2.1277 2.2540
2.2547 2.2668
2.2216 2.2022
2.2008 2.1638
2.2811 2.2016
2.1434 2.2431
2.2501 2.1775
2.2748 2.2362
2.1487 2.1544
2.2766 2.2387
2.2950 2.2583
2.1356 2.1835
2.1877 2.1975
2.1800 2.2147
2.1074 2.2162
